Id,title,rating
33216,"The Postman Always Rings Twice, Double Indemnity, Mildred Pierce and Selected Stories",4.27
33217,Saturn's Children,3.57
33218,Show No Mercy,4
33219,Wolf's Fall,4.07
33220,Fenrir,3.78
33221,95 Pounds of Hope,3.83
33222,A Widow's Walk: A Memoir of 9/11,4.15
33223,"Atlantic Fever: Lindbergh, His Competitors, and the Race to Cross the Atlantic",4.07
33224,Transference,4
33225,Gulp: Adventures on the Alimentary Canal,3.93
33226,Good Luck,3.72
33227,Prince of Hearts,3.84
33228,Firehouse,3.98
33229,The Adobe Photoshop CS4 Book for Digital Photographers,4.22
33230,In The Cemetery Where Al Jolsen is Buried,4.38
33231,In the Broken Birdcage of Kathleen Fair,4.13
33232,"Girl, Barely 15: Flirting for England",3.63
33233,Gilded,3.72
33234,"The Awakening Land: The Trees, The Fields, & The Town",4.6
33235,Big Questions,4.14
33236,A Proscriptive Relationship,4.31
33237,Hate Me,4.44
33238,Twisted,4.21
33239,The Shattered Dark,3.87
33240,Z. Rex,3.88
33241,Pérez Galdós: Fortunata y Jacinta,3.88
33242,Hard Time,3.83
33243,The Iron Ring,3.82
33244,The Steele Wolf,4.36
33245,Bone Magic,4.2
33246,A Shared Range,3.87
33247,Miracle Cure,3.62
33248,Dark Angel,4
33249,Three Guineas,3.86
33250,Tales of E. T. A. Hoffmann,4.1
33251,After I Do,4.07
33252,The Watcher,3.72
33253,Counting Backwards,3.76
33254,Ashes,3.63
33255,Zeytindağı,4.03
33256,Learning to Love,3.43
33257,The Devil's Chord,3.85
33258,A Hundred and One Reasons,4.3
33259,Issuance of Insanity 2,4.46
33260,The Story of Babar,4.08
33261,The Blade of Shattered Hope,4.1
33262,"You, My Love: A Diary in Verse",5
33263,Todesspiele,4.24
33264,The Fratricides,3.97
33265,Promise of the Witch King,4.17
33266,Ilham di Tepi Tasik,4.29
33267,The Angel's Command,4.09
33268,Niemand liebt November,3.67
33269,The Soul Is Here For Its Own Joy: Sacred Poems from Many Cultures,4.24
33270,Penryn en de nieuwe wereld,4.2
33271,Seeing Cinderella,4.14
33272,The Secret Keeper,4.18
33273,Rise of the Black Hand: The Case Files of Thomas Morelli,3.95
33274,Run with the Wind,3.24
33275,Taj Mahal: Kisah Cinta Sejati,4
33276,Screwjack,3.58
33277,The Legend of the Winterking: The Crown of Nandur,4.41
33278,Lady Sophia's Lover,3.96
33279,The 120 Days of Sodom,3.15
33280,"Arrivederci amore, ciao",3.66
33281,The Complete Frank Miller Batman,4.61
33282,The Unholy Cause,4.11
33283,Interview with a Porn Star,3.78
33284,The Homecoming,4.27
33285,Pediatria,5
33286,The Heart of Myrial,3.76
33287,Death's Dirty Demands,4.2
33288,Comanche Heart,4.05
33289,Les 7 Roses De Tôkyô,4.1
33290,End of the Innocence,4.21
33291,أدب الدنيا والدين,4.11
33292,What I Thought Was True,3.72
33293,False Christ: Will the Antichrist Claim to Be the Jewish Messiah?,4.5
33294,The Fancy,4.18
33295,Donovan's Daughter,4.26
33296,Pontesprit,3.74
33297,Hoodlum,4.39
33298,Astrid Lindgren 'Ronja Räubertochter',4.4
33299,Pride and Prejudice (L'anglais à l'oral),4.2
33300,Empire of the Ants,4.05
33301,A Snicker of Magic,4.09
33302,Exquisite,3.95
33303,Gangsta Girl 2: The Lick,4.49
33304,ツバサ-RESERVoir CHRoNiCLE- 23,4.36
33305,The Dead,4.3
33306,Neverland,3.97
33307,Fifth Seal,4.4
33308,The Princess and the Unicorn,3.84
33309,Péplum,3.39
33310,Mackenzie's Magic,3.85
33311,Immoral,3.88
33312,Fairy Oak: La Trilogia completa,4.39
33313,The Darkest Hour,3.9
33314,Dech,3.69
33315,Toads and Diamonds,3.72
33316,"School, Drool, and Other Daily Disasters",3.93
33317,The Signal-Man,3.67
33318,Forbidden,3.69
33319,The Reckoning Road,4.33
33320,Night Star,3.82
33321,Afterglow,4.19
33322,Public Display of Everything,3.84
33323,Schiava per vendetta,3.96
33324,The Merchant's House,3.82
33325,A New Earth: Awakening to Your Life's Purpose,4.05
33326,"Greg Iles Collection: The Quiet Game, 24 Hours, Dead Sleep",4.31
33327,Lockdown,4.1
33328,Att vara Nikki,3.86
33329,200 Years of Australian Cricket: 1804-2004,4.25
33330,Sahara,3.76
33331,Beautiful Ruins,3.68
33332,The Curse of the Wendigo,4.17
33333,Uriel (The Airel Saga #6),3.91
33334,Волшебник Изумрудного города,4.29
33335,Ideas and Opinions,4.15
33336,Invasionen,3.78
33337,"Sexy, Healthy, Food - 25 Clean-eats, Gluten-free Recipes",4.25
33338,ذاكرة ملك,4.06
33339,Fate,3.56
33340,When We Wake,3.67
33341,The Hero's Guide to Saving Your Kingdom,4.04
33342,Hate Me,4.44
33343,Energized,4.02
33344,The Storyteller,4.27
33345,The Valley of Fear,3.98
33346,A Screen Away,4.17
33347,An Imperfect Circle,4.06
33348,In Leah's Wake,3.22
33349,Shadowchild,4.09
33350,الرسالة القشيرية في علم التصوف,4.2
33351,War Is Kind and Other Poems,4.1
33352,Lawak Kampus Kompilasi Mantap,4.53
33353,"Welcome, Reluctant Stranger",4.04
33354,Manual do Perfeito Idiota Latino-Americano,3.79
33355,"Conflict (Forever, #11)",4.59
33356,The Power Of Introverts: Learn To Speak Up Without Raising Volume,2.8
33357,The Suicide Club,3.49
33358,Haz el Amor y no la Cama,4.16
33359,Australians All,5
33360,The Secret of Excalibur,4.01
33361,The Spook's Sacrifice: Book 6,4.2
33362,All the Light We Cannot See,4.32
33363,"Pssst...!: 5 sahabat, 5 negara, 5 rahasia",3.63
33364,Bright Side,4.39
33365,The Mammy,4.1
33366,Chameleon,3.88
33367,Босоногий Гэн. Том 1,4.44
33368,Оройгүй сүм,4.44
33369,Das Geheimnis der Feentochter,4.09
33370,The Autobiography of Miss Jane Pittman,4.19
33371,Nikolai,4.27
33372,OCD Love Story,3.69
33373,Faith Unfeigned,4.25
33374,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works – A True Story",3.92
33375,The Castle,3.97
33376,Larkswood,3.56
33377,Hati Kala Cinta,4.04
33378,The Golden City,3.55
33379,He's Into Her,4.62
33380,The Story Of Charles Ogilvie,4.2
33381,Deny Friendship: Darkly Fun Mystery,4.71
33382,Anyone Can Do It: Building Coffee Republic From Our Kitchen Table: 57 Real-life laws on entrepreneurship,4.14
33383,Plays 3: The Homecoming / Tea Party / The Basement / Landscape / Silence / Night / That's Your Trouble / That's All / Applicant / Interview / Dialogue for Three / Old Times / No Man's Land,4.07
33384,Since You've Been Gone,4.16
33385,الحج: الفريضة الخامسة,3.98
33386,Frog Music,3.14
33387,This Bridge Called My Back: Writings by Radical Women of Color,4.46
33388,Popular: Vintage Wisdom for a Modern Geek,4.03
33389,Blood Wish,4.19
33390,Nyckeln,4.14
33391,جوع,3.32
33392,Puffball,3.75
33393,"Are You Alice?, Vol. 1",3.81
33394,Nashira,3.67
33395,Reason for Existence,3.96
33396,Moving Mars,3.83
33397,গীতবিতান,4.63
33398,Drake Restrained,3.92
33399,The Sky Village,3.87
33400,Last Chance Christmas,4.05
33401,RUMI: Adherent of The Appointed,3
33402,Identity Crisis,3.44
33403,Staying Strong: 365 Days a Year,4.14
33404,الشيء الآخر,3.7
33405,An Ember in the Ashes,4.32
33406,Empathy,4.08
33407,A Lua de Joana,3.64
33408,Hell,3.4
33409,Sand Omnibus,3.97
33410,La Bibliothèque des cœurs cabossés,3.55
33411,Skagboys,4.06
33412,New Moon,3.52
33413,Tobias: a short story,5
33414,বনের খবর,4.25
33415,Darkness,4.28
33416,The Awful Apple Orchard,3.66
33417,Palo Alto,3.04
33418,Der Geschmack von Sommerregen,3.79
33419,The School for Dangerous Girls,3.54
33420,Incidences,4.31
33421,The Golden Bough,4.02
33422,A Book of Spirits and Thieves,3.97
33423,Always on My Mind,4.28
33424,The Cranberry Hush,3.92
33425,The Off Series Boxed Set: Books 1-5,4.37
33426,El prisionero del cielo,3.98
33427,Writing about Magic,3.95
33428,Cross Creek,4.04
33429,الله و الإنسان,3.65
33430,De kunst van het veldspel,3.99
33431,Pieces of Me,3.73
33432,Food and the City: Urban Agriculture and the New Food Revolution,3.79
33433,Rabia,3.57
33434,Reconquest: Mother Earth,3.93
33435,Collected Poems,4.15
33436,Die Worte des Lichts,4.76
33437,En uit de bergen kwam de echo,4.04
33438,Snow Country,3.68
33439,The Rottweiler,3.42
33440,Wait for You,4.18
33441,مشكلة الأفكار في العالم الإسلامي,4.11
33442,"Oni su ovde, sa nama",5
33443,Cat Country : A Satirical Novel of China in the 1930s,3.69
33444,Kuolleiden kirja,4.14
33445,Olivia Joules and the Overactive Imagination,3.11
33446,'Salem's Lot,4
33447,Forbidden,3.72
33448,Stalker,3.76
33449,Çırak,4.14
33450,Fahrenheit 451,3.98
33451,My Secret Book,3.93
33452,Audition,3.52
33453,Cold Sassy Tree,4
33454,Front Page Face-Off,4.13
33455,La ley de los justos,4.15
33456,Big Magic: by Elizabeth Gilbert (Creative Living Beyond Fear) | A 15-Minute Summary,4.4
33457,Beyond Reach,4.22
33458,"Slippery Slopes, High Hopes and My Winter Dream Boy",4.07
33459,Tisztogatás,3.87
33460,Mistrz i Małgorzata,4.31
33461,The Voyage of Life: A Journey From the Cradle to the Grave,5
33462,Im freien Fall oder wie ich mich in eine Pappfigur verliebte,4
33463,Monsters,3.97
33464,Shadow Mist,5
33465,Among the Brave (Shadow Children #5),4.15
33466,The Seven-Percent Solution,4.14
33467,First Frost,3.96
33468,Blood and Gold,3.89
33469,1/2 王子 1,4.31
33470,Be Not Afraid,3.38
33471,Los cien últimos días,4.17
33472,Коллекционер,3.99
33473,On What Grounds,3.72
33474,The One Plus One,3.95
33475,Engaging Students Through Social Media: Evidence-Based Practices for Use in Student Affairs,4.35
33476,Salamanterisota,4.17
33477,2003 - Thanks for the Vodka,4.46
33478,Timm Thaler oder Das verkaufte Lachen,4.21
33479,Flight 232: A Story of Disaster and Survival,4.11
33480,The Host,3.84
33481,Loving Angel,4.13
33482,Laços de Família,3.97
33483,Karanlık Zihinler,4.22
33484,That's The Way We Met,3.55
33485,I pirati della Malesia,3.9
33486,Cry No More,4.1
33487,Palo Alto,3.04
33488,Doctor Faustus,4.08
33489,L'adieu à Baker Street,3.8
33490,Nick & Norah's Infinite Playlist,3.72
33491,Les Quatre,3.6
33492,Als Hitler das rosa Kaninchen stahl,3.93
33493,Summerkin,4.02
33494,Decolonize Your Diet: Plant-Based Mexican-American Recipes for Health and Healing,4.54
33495,空の境界 未来福音 [The Garden Of Sinners/Recalled Out Summer],4.12
33496,The Adventures of Miss Petitfour,3.77
33497,Me and Luke,3.85
33498,It Started With a Friend Request,3.62
33499,Emma,3.99
33500,A Nightmare on Clown Street,4.09
33501,Other Stories and other stories,3.98
33502,The Man in the Wooden Hat,4.04
33503,Ugly Love,4.28
33504,Fire Study,3.94
33505,All Involved,4.02
33506,Hidden Huntress,3.88
33507,Priestess of the White,3.85
33508,The Ultimate History of Video Games: From Pong to Pokemon - The Story Behind the Craze That Touched Our Lives and Changed the World,4.1
33509,Dork Diaries Book 7: Tales from a Not-So-Glam TV Star,4.39
33510,Des fleurs pour Algernon,4.09
33511,Amor de Perdição,3.52
33512,Shades of Doon,4.18
33513,Vølvens Datter,3.71
33514,Turing's Cathedral: The Origins of the Digital Universe,3.53
33515,The Call of the Wild,3.84
33516,The Chemist,3.7
33517,Il Vangelo secondo Gesù Cristo,4.27
33518,Show Adult,4.12
33519,Let the Right One In,4.07
33520,Neverwhere,4.17
33521,The BFI Companion to Horror: The British Film Institute,4.19
33522,Il fu Mattia Pascal,4.01
33523,American Psycho,3.82
33524,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,3.82
33525,Deep Work: Rules for Focused Success in a Distracted World,4.19
33526,The Slight Edge: Turning Simple Disciplines into Massive Success and Happiness,4.4
33527,Gazap Üzümleri,3.94
33528,Sleep of Death,4.11
33529,Лейди Полунощ,4.45
33530,Aristoteles und Dante entdecken die Geheimnisse des Universums,4.35
33531,The Legend of Lyon Redmond,4
33532,The Watcher and Other Stories,3.72
33533,"Thunderbolts, Volume 1: No Quarter",3.04
33534,The Rising Tide,4.09
33535,To Kill a Mocking Bird Study Guide,4.22
33536,The Restaurant at the End of the Universe,4.22
33537,Briefe an einen jungen Dichter,4.33
33538,Pearl Moon: Betrayal,4.36
33539,The Tao Is Silent,4.09
33540,Gunfight At The Old Leake Canal,4.69
33541,Edgeland,3.48
33542,O Sorriso do Flamingo: Reflexões sobre História Natural,4.16
33543,Ubik,4.11
33544,The Brothers Karamazov: A Novel in Four Parts and an Epilogue,4.32
33545,Os Axiomas de Zurique,3.93
33546,The Ables,3.85
33547,The Spiritual Notebook,4.45
33548,The King's Pleasure,3.91
33549,Sommernacht,3.91
33550,Insurgent,4.06
33551,Fundação,4.15
33552,A Rainha do Castelo de Ar,4.21
33553,The Butterfly Workshop,4.45
33554,"Egipcjanin Sinuhe, tom 1",4.33
33555,El águila en la nieve,4.11
33556,Little Green Peas: A Big Book of Colors,4.05
33557,El corredor del laberinto,4.03
33558,Ten In Texas: Western Series,4.18
33559,My,3.67
33560,Muñecas rotas,4.08
33561,Dream Psychology,3.42
33562,Jonny Magic & the Card Shark Kids: How a Gang of Geeks Beat the Odds and Stormed Las Vegas,3.68
33563,Al Capone And His Gang,3.87
33564,Altered Carbon,4.07
33565,Spy Camp,4.41
33566,The Woman in Black,3.69
33567,Giovanni,3.39
33568,The Darkest Touch,4.27
33569,13 Little Blue Envelopes,3.64
33570,Açlık,4.09
33571,Tecumseh,4.42
33572,1Q84,3.9
33573,Two By Two,3.91
33574,Dom Wars: Round Two,4.18
33575,The Uninvited Guests,2.96
33576,Cruel Beauty,3.73
33577,Rendezvous with Rama,4.08
33578,"Alice 19th, Vol. 3",4.08
33579,Picture Perfect,3.53
33580,2095,3.84
33581,The Sergeant's Apprentice,4.42
33582,Trump: The Art of the Comeback,3.57
33583,Dirty Beasts,4.03
33584,The Road to Nab End,3.97
33585,The Girl on the Train,3.9
33586,Five Complete Hercule Poirot Novels: ABC Murders / Cards on the Table / Death on the Nile / Murder on the Orient Express / Thirteen at Dinner,4.29
33587,Bill Bryson: The Complete Notes,4.09
33588,Wind in a Box,4.26
33589,The Wouldbegoods,3.95
33590,Crónica de una muerte anunciada,3.96
33591,"Unspeakable Things: Sex, Lies and Revolution",4.04
33592,La Nuit des rois,3.98
33593,Selected Non-Fictions,4.43
33594,Mark of the Thief,3.92
33595,Past Sins,4.45
33596,Then the Stars Fall,3.94
33597,Non dirmi un'altra bugia,3.93
33598,The Bird Markets Around The World,4
33599,Followed by Frost,4.21
33600,Phyllis Wong and the Return of the Conjuror,4.05
33601,El abanico de seda,4.06
33602,Always a Scoundrel,3.95
33603,Magic Binds,4.57
33604,The Warlord of the Air,3.67
33605,Der Steppenwolf,4.12
33606,Fair Stood the Wind For France,3.91
33607,Peculiar Treasures,4.32
33608,Shiver,3.95
33609,Pertempuran Labirin,4.39
33610,Senhora,3.53
33611,Back to the Streets,4.64
33612,The Road to Character,3.67
33613,1970s Bollywood: The 50 Must See Hindi Movies,3.33
33614,Daredevil: Born Again,4.33
33615,Who Could That Be At This Hour?,3.83
33616,Book of Margery Kempe (Longman Annotated Texts),3.26
33617,Quiet Days in Clichy,3.7
33618,La corona di mezzanotte,4.47
33619,As Mentiras Que os Homens Contam,3.74
33620,The Winner's Curse,4.01
33621,Captain Underpants and the Attack of the Talking Toilets,4.02
33622,The Mary Smokes Boys,3.4
33623,Impyrium,4.47
33624,Czarodziejska góra,4.14
33625,Noteworthy,4.09
33626,Der Prozess,3.99
33627,Waiting For The Barbarians,3.94
33628,Leviathan Wakes,4.23
33629,All the Sweet Promises,4.4
33630,Queen of Shadows,4.59
33631,The Francis A. Schaeffer Trilogy: The 3 Essential Books in 1 Volume/the God Who Is There/Escape from Reason/He Is There and He Is Not Silent,4.44
33632,A Court of Thorns and Roses,4.27
33633,Some Rain Must Fall,4.39
33634,The Happy Gospel: Effortless Union with a Happy God,4.49
33635,The Northern Lights,3.78
33636,Worlds Collide,4.55
33637,Lover at Last,4.31
33638,Regali,4.43
33639,Summary of Start with Why: How Great Leaders Inspire Everyone to Take Action by Simon Sinek | Includes Analysis,4.2
33640,In the Wake of the Sea-Serpents,4.1
33641,Tender Is the Night,3.83
33642,Триумфалната арка,4.41
33643,عجائب الآثار في التراجم والأخبا ر الجزء الثامن,4.33
33644,Empress Orchid,3.88
33645,Lions of the West: Heroes and Villains of the Westward Expansion,3.76
33646,El Golfo de Cádiz y la Estrecha de Gibraltar,3.27
33647,Massive: The Higgs Boson and the Greatest Hunt in Science: Updated Edition,3.84
33648,Frogkisser!,3.79
33649,Sad Girls,3.43
33650,The Löwensköld Ring,3.71
33651,Bercakap Dengan Jun,4.1
33652,Hate List,4.03
33653,Crocodile on the Sandbank,4.02
33654,The Midnight Palace,3.59
33655,The Lost Girl of Astor Street,4.1
33656,The Land: Alliances,4.36
33657,On Bullshit,3.56
33658,More Than Friends,3.73
33659,Nutshell,3.7
33660,Мне тебя обещали,3.63
33661,In Grandma's Attic,4.13
33662,Svart som silver,4.16
33663,Ana Karenina,4.03
33664,Приключенията на Пинокио,3.86
33665,Saskia the Salsa Fairy,3.88
33666,Dear Thing,3.93
33667,Bared to You,4.19
33668,Il gioco libero della vita: Trovare la voce del cuore con l'improvvisazione,5
33669,Redemption Ark,4.14
33670,The Shopping Swap,3.75
33671,Who Goes There?,3.86
33672,2666: A Novel,4.21
33673,All-Star Superman,4.29
33674,The Path of Oneness,5
33675,Changeling,3.22
33676,Revelation,3.96
33677,Ilium,4.02
33678,Tom Clancy Support and Defend,4.13
33679,Words of Radiance,4.77
33680,The Purple Cloud (Frontiers of Imagination),3.52
33681,Tudemarie søger plads,3.65
33682,Il ritratto di Dorian Gray,4.06
33683,Miras - Ruhlar Dehlizi,4.09
33684,Star Wars: The Essential Atlas,4.43
33685,The Nightingale,4.56
33686,Stillhouse Lake,4.11
33687,Poesia Completa   Alfonsina Storni (Spanish Edition),5
33688,The Prisoner,4.02
33689,Riches of Heaven upon Earth: Financial Toughness A New Transformed Better Lifestyle,5
33690,The Lesser Bohemians,3.81
33691,Mr. Confidence,3.54
33692,Kings Rising,4.48
33693,月刊少女野崎くん 5 [Gekkan Shoujo Nozaki-kun 5],4.44
33694,Hide & Seek,4.2
33695,Dziewięć opowiadań,4.19
33696,A Private Duel with Agent Gunn,3.64
33697,Put It Down: Going from Bullied to Bold,5
33698,Parable of the Sower,4.15
33699,Morning Star,4.49
33700,Playboy,4.15
33701,Neverwhere,4.17
33702,Bajarse Al Moro (Coleccion Letras Hispanicas),2.98
33703,Sisters First: Stories from Our Wild and Wonderful Life,4.01
33704,Abandon,3.74
33705,The Girl in the Ice,3.95
33706,La guía del caballero para el vicio y la virtud,4.16
33707,De opluchting: in één dag van het roken af,4.23
33708,The Magnolia Story,4.19
33709,Structures: Or Why Things Don't Fall Down,4.13
33710,Photographer's Dream,4.67
33711,فرهنگ اصطلاحات و تعبیرات عرفانی,5
33712,Tears in Rain,3.63
33713,Elantris: Edición X aniversario y definitiva del autor,4.17
33714,The Falls Trilogy Boxed Set,4.88
33715,The Silver Eyes,4.21
33716,და დღე იყო უფრო გრძელი წუთისოფელზე,4.33
33717,Gebannt: Unter fremdem Himmel,4
33718,First Year,3.94
